"","customer_id","monetary","frequency","lastpurchase","recency","rankr","rankf","rankm","totalrfm"
"853",98137,57.4285714285714,7,2001-02-09,19,1,1,1,"1 1 1"
"854",98274,133.5,4,2001-02-09,19,1,1,1,"1 1 1"
"855",98328,189.666666666667,3,2000-12-22,68,3,1,1,"3 1 1"
"856",98380,99.2,5,2000-12-03,87,4,1,1,"4 1 1"
"857",98441,632.642857142857,14,2000-12-23,67,3,1,1,"3 1 1"
"858",98779,109.8,10,2001-01-18,41,2,1,1,"2 1 1"
"859",98823,187.5,8,2001-01-23,36,2,1,1,"2 1 1"
"860",98946,83.9664804469274,179,2001-02-25,3,1,1,1,"1 1 1"
"861",99004,71.0333333333333,30,2001-01-18,41,2,1,1,"2 1 1"
"862",99080,45.25,4,2001-02-21,7,1,1,1,"1 1 1"
"863",99202,104.8,5,2001-02-15,13,1,1,1,"1 1 1"
"864",99295,217.642857142857,14,2001-01-16,43,2,1,1,"2 1 1"
"865",99394,98.7058823529412,34,2001-01-14,45,2,1,1,"2 1 1"
"866",99417,197.6,5,2000-12-30,60,3,1,1,"3 1 1"
"867",99448,55.6666666666667,3,2001-02-06,22,1,1,1,"1 1 1"
"868",99509,69.4,15,2000-12-22,68,3,1,1,"3 1 1"
"869",99653,115.666666666667,3,2001-02-04,24,2,1,1,"2 1 1"
"870",99721,54.2307692307692,13,2001-02-24,4,1,1,1,"1 1 1"
"871",99790,77.0230769230769,130,2001-02-26,2,1,1,1,"1 1 1"
"872",99813,280.090909090909,11,2001-02-24,4,1,1,1,"1 1 1"
"873",99851,118.5,16,2001-01-07,52,3,1,1,"3 1 1"
"874",100021,82.6666666666667,132,2001-02-25,3,1,1,1,"1 1 1"
"875",100120,92.1428571428571,28,2001-01-28,31,2,1,1,"2 1 1"
"876",100144,45.1428571428571,7,2001-02-07,21,1,1,1,"1 1 1"
"877",100175,206.8,5,2000-12-23,67,3,1,1,"3 1 1"
"878",100199,71.1190476190476,42,2001-02-06,22,1,1,1,"1 1 1"
"879",100236,547.666666666667,3,2001-02-11,17,1,1,1,"1 1 1"
"880",100410,148.625,8,2000-11-05,115,5,1,1,"5 1 1"
"881",100465,50.7407407407407,27,2001-02-23,5,1,1,1,"1 1 1"
"882",100496,45.5333333333333,15,2000-12-18,72,4,1,1,"4 1 1"
"883",100519,70.4166666666667,12,2000-11-02,118,5,1,1,"5 1 1"
"884",100588,108.854545454545,55,2001-02-23,5,1,1,1,"1 1 1"
"885",100625,205.428571428571,7,2000-11-12,108,5,1,1,"5 1 1"
"886",100786,71,3,2001-02-18,10,1,1,1,"1 1 1"
"887",100854,50,6,2000-12-23,67,3,1,1,"3 1 1"
"888",100861,189.540983606557,61,2001-02-20,8,1,1,1,"1 1 1"
"889",100915,117.25,8,2001-01-27,32,2,1,1,"2 1 1"
"890",100946,161,10,2000-12-11,79,4,1,1,"4 1 1"
"891",100960,117.92,25,2001-02-23,5,1,1,1,"1 1 1"
"892",100991,90.6111111111111,18,2000-11-12,108,5,1,1,"5 1 1"
"893",101042,140.48275862069,29,2001-02-24,4,1,1,1,"1 1 1"
"894",101066,62.7,20,2001-01-22,37,2,1,1,"2 1 1"
"895",101172,140,1,2001-01-22,37,2,1,1,"2 1 1"
"896",101332,183.333333333333,15,2001-01-21,38,2,1,1,"2 1 1"
"897",101585,53,4,2000-12-31,59,3,1,1,"3 1 1"
"898",101868,91.24,25,2001-01-21,38,2,1,1,"2 1 1"
"899",101981,148.56657223796,353,2001-02-24,4,1,2,1,"1 2 1"
"900",101998,167.071428571429,126,2001-02-21,7,1,1,1,"1 1 1"
"901",102032,176.052631578947,57,2001-02-24,4,1,1,1,"1 1 1"
"902",102070,101.807692307692,26,2001-02-08,20,1,1,1,"1 1 1"
"903",102100,79.9107142857143,56,2001-02-24,4,1,1,1,"1 1 1"
"904",102131,47.25,4,2000-12-14,76,4,1,1,"4 1 1"
"905",102216,99.7073170731707,41,2001-02-27,1,1,1,1,"1 1 1"
"906",102292,195.932692307692,208,2001-02-23,5,1,1,1,"1 1 1"
"907",102308,127.333333333333,15,2001-02-20,8,1,1,1,"1 1 1"
"908",102438,138.84,25,2001-02-10,18,1,1,1,"1 1 1"
"909",102537,88.6666666666667,3,2000-12-23,67,3,1,1,"3 1 1"
"910",102599,136,11,2001-02-25,3,1,1,1,"1 1 1"
"911",102650,290.428571428571,7,2001-01-28,31,2,1,1,"2 1 1"
"912",102674,69.5,10,2001-01-20,39,2,1,1,"2 1 1"
"913",102728,130.867647058824,136,2001-02-21,7,1,1,1,"1 1 1"
"914",102803,128.859060402685,149,2001-02-25,3,1,1,1,"1 1 1"
"915",103015,103.181818181818,11,2001-02-19,9,1,1,1,"1 1 1"
"916",103046,278.428571428571,7,2001-02-08,20,1,1,1,"1 1 1"
"917",103053,83.8913043478261,138,2001-02-25,3,1,1,1,"1 1 1"
"918",103060,131.905660377358,53,2001-02-10,18,1,1,1,"1 1 1"
"919",103077,132.071428571429,42,2001-02-20,8,1,1,1,"1 1 1"
"920",103114,227.777777777778,18,2000-12-17,73,4,1,1,"4 1 1"
"921",103176,116.421052631579,19,2001-02-08,20,1,1,1,"1 1 1"
"922",103220,55,17,2001-02-10,18,1,1,1,"1 1 1"
"923",103251,75.8,5,2000-11-11,109,5,1,1,"5 1 1"
"924",103305,177,2,2001-01-22,37,2,1,1,"2 1 1"
"925",103350,104.90625,64,2001-02-21,7,1,1,1,"1 1 1"
"926",103374,101.95652173913,23,2001-01-31,28,2,1,1,"2 1 1"
"927",103442,120.857142857143,28,2000-12-19,71,3,1,1,"3 1 1"
"928",103541,123.785714285714,28,2001-01-22,37,2,1,1,"2 1 1"
"929",103565,149,1,2001-01-20,39,2,1,1,"2 1 1"
"930",103589,89.5,4,2001-01-02,57,3,1,1,"3 1 1"
"931",103619,89.2173913043478,23,2001-01-15,44,2,1,1,"2 1 1"
"932",103718,50.8076923076923,26,2001-02-26,2,1,1,1,"1 1 1"
"933",103763,52.8181818181818,11,2001-02-19,9,1,1,1,"1 1 1"
"934",103800,257.4,10,2001-02-28,0,1,1,1,"1 1 1"
"935",104036,32.3076923076923,13,2001-02-19,9,1,1,1,"1 1 1"
"936",104043,82.625,8,2001-02-03,25,2,1,1,"2 1 1"
"937",104111,92.5,2,2001-02-19,9,1,1,1,"1 1 1"
"938",104395,61,4,2000-11-26,94,4,1,1,"4 1 1"
"939",104418,114.333333333333,3,2001-01-12,47,2,1,1,"2 1 1"
"940",104470,46.2222222222222,9,2001-02-04,24,2,1,1,"2 1 1"
"941",105002,88.5281690140845,142,2001-02-27,1,1,1,1,"1 1 1"
"942",105286,74.6351351351351,74,2001-02-25,3,1,1,1,"1 1 1"
"943",105347,181.75,8,2001-02-12,16,1,1,1,"1 1 1"
"944",105408,122.30303030303,33,2001-01-02,57,3,1,1,"3 1 1"
"945",106276,104.142857142857,70,2001-02-25,3,1,1,1,"1 1 1"
"946",106412,80,8,2001-02-20,8,1,1,1,"1 1 1"
"947",106672,102.625,16,2001-02-27,1,1,1,1,"1 1 1"
"948",106849,69.2647058823529,68,2001-02-23,5,1,1,1,"1 1 1"
"949",107334,120.4,5,2001-02-14,14,1,1,1,"1 1 1"
"950",107426,90.2666666666667,15,2000-12-08,82,4,1,1,"4 1 1"
"951",107587,128.810810810811,37,2001-02-23,5,1,1,1,"1 1 1"
"952",107655,94.65,20,2001-02-18,10,1,1,1,"1 1 1"
"953",107679,72.2727272727273,11,2001-01-29,30,2,1,1,"2 1 1"
"954",107839,134.9125,80,2001-02-20,8,1,1,1,"1 1 1"
"955",107976,71.9024390243902,41,2001-02-23,5,1,1,1,"1 1 1"
"956",108300,113.2,25,2001-02-11,17,1,1,1,"1 1 1"
"957",108447,228.857142857143,7,2000-12-02,88,4,1,1,"4 1 1"
"958",108782,140.538461538462,13,2001-02-18,10,1,1,1,"1 1 1"
"959",108843,120.391304347826,23,2001-02-21,7,1,1,1,"1 1 1"
"960",108973,145.722222222222,36,2001-02-17,11,1,1,1,"1 1 1"
"961",109567,123.818181818182,11,2001-01-05,54,3,1,1,"3 1 1"
"962",109598,116.636363636364,11,2001-01-05,54,3,1,1,"3 1 1"
"963",109628,121.933333333333,15,2001-02-22,6,1,1,1,"1 1 1"
"964",109697,152.470588235294,17,2000-12-15,75,4,1,1,"4 1 1"
"965",110839,125.232558139535,43,2000-12-17,73,4,1,1,"4 1 1"
"966",110860,77.327868852459,61,2001-02-10,18,1,1,1,"1 1 1"
"967",110969,80.1923076923077,52,2001-02-22,6,1,1,1,"1 1 1"
"968",110990,128.714285714286,7,2001-02-28,0,1,1,1,"1 1 1"
"969",111089,73.7857142857143,14,2001-01-17,42,2,1,1,"2 1 1"
"970",111508,107.125,8,2001-02-17,11,1,1,1,"1 1 1"
"971",111683,74.9411764705882,17,2001-01-07,52,3,1,1,"3 1 1"
"972",112642,109.888888888889,18,2001-01-13,46,2,1,1,"2 1 1"
"973",112796,191.357142857143,42,2001-02-03,25,2,1,1,"2 1 1"
"974",112826,187.205128205128,39,2001-02-03,25,2,1,1,"2 1 1"
"975",112857,90.2142857142857,14,2001-01-07,52,3,1,1,"3 1 1"
"976",113151,97.7173913043478,46,2001-02-28,0,1,1,1,"1 1 1"
"977",113267,96.6,10,2001-01-29,30,2,1,1,"2 1 1"
"978",113397,98.5945945945946,37,2000-12-31,59,3,1,1,"3 1 1"
"979",113724,148.72,25,2000-11-27,93,4,1,1,"4 1 1"
"980",114295,155.568965517241,58,2001-02-28,0,1,1,1,"1 1 1"
"981",115810,223.409090909091,22,2001-02-15,13,1,1,1,"1 1 1"
"982",116121,379,2,2001-01-31,28,2,1,1,"2 1 1"
"983",116169,119.538461538462,13,2001-02-08,20,1,1,1,"1 1 1"
"984",116206,131.058823529412,34,2000-12-25,65,3,1,1,"3 1 1"
"985",116350,120.942857142857,35,2001-02-23,5,1,1,1,"1 1 1"
"986",116633,175.133333333333,15,2000-12-20,70,3,1,1,"3 1 1"
"987",116756,156.9,10,2001-01-19,40,2,1,1,"2 1 1"
"988",116770,173.666666666667,3,2001-02-24,4,1,1,1,"1 1 1"
"989",116893,85.5238095238095,21,2001-02-25,3,1,1,1,"1 1 1"
"990",116947,66.6296296296296,54,2001-02-24,4,1,1,1,"1 1 1"
"991",116985,174.611111111111,18,2001-02-16,12,1,1,1,"1 1 1"
"992",117029,131,9,2001-01-25,34,2,1,1,"2 1 1"
"993",117173,83.7,40,2001-02-24,4,1,1,1,"1 1 1"
"994",117227,56,4,2001-02-01,27,2,1,1,"2 1 1"
"995",117364,190.32,100,2001-02-28,0,1,1,1,"1 1 1"
"996",117586,51.7272727272727,11,2001-02-22,6,1,1,1,"1 1 1"
"997",117593,80.0588235294118,17,2001-01-03,56,3,1,1,"3 1 1"
"998",117968,235.852272727273,88,2001-02-28,0,1,1,1,"1 1 1"
"999",118118,66.6285714285714,35,2001-02-17,11,1,1,1,"1 1 1"
"1000",118170,147.524590163934,61,2001-02-26,2,1,1,1,"1 1 1"
"1001",118194,59,5,2000-11-18,102,5,1,1,"5 1 1"
"1002",118200,136,3,2001-01-20,39,2,1,1,"2 1 1"
"1003",118668,31.6666666666667,9,2000-12-07,83,4,1,1,"4 1 1"
"1004",118712,64,19,2000-12-22,68,3,1,1,"3 1 1"
"1005",118743,122.56043956044,91,2001-02-05,23,1,1,1,"1 1 1"
"1006",118798,100.521739130435,23,2001-02-28,0,1,1,1,"1 1 1"
"1007",118811,75.6153846153846,13,2001-02-19,9,1,1,1,"1 1 1"
"1008",118910,113.6,15,2001-01-04,55,3,1,1,"3 1 1"
"1009",118996,87,6,2001-01-29,30,2,1,1,"2 1 1"
"1010",119047,55,2,2000-12-25,65,3,1,1,"3 1 1"
"1011",119115,48.75,4,2000-12-25,65,3,1,1,"3 1 1"
"1012",119221,107.5,2,2001-01-19,40,2,1,1,"2 1 1"
"1013",119252,37.4,5,2000-11-28,92,4,1,1,"4 1 1"
"1014",119283,90.6701030927835,194,2001-02-26,2,1,1,1,"1 1 1"
"1015",119559,119,1,2000-11-25,95,4,1,1,"4 1 1"
"1016",119627,144.1,60,2001-02-10,18,1,1,1,"1 1 1"
"1017",119634,113.641666666667,120,2001-02-23,5,1,1,1,"1 1 1"
"1018",119672,267,2,2000-11-27,93,4,1,1,"4 1 1"
"1019",119733,198.538461538462,13,2001-02-04,24,2,1,1,"2 1 1"
"1020",119757,42.7,10,2001-02-25,3,1,1,1,"1 1 1"
"1021",119924,254.5,8,2001-01-20,39,2,1,1,"2 1 1"
"1022",119979,451.071428571429,14,2001-02-19,9,1,1,1,"1 1 1"
"1023",120005,82.5,2,2001-02-26,2,1,1,1,"1 1 1"
"1024",120111,81.5,8,2001-01-21,38,2,1,1,"2 1 1"
"1025",120258,75.6860465116279,86,2001-02-19,9,1,1,1,"1 1 1"
"1026",120319,80.1666666666667,6,2000-12-11,79,4,1,1,"4 1 1"
"1027",120494,130.538461538462,13,2001-01-21,38,2,1,1,"2 1 1"
"1028",120586,392.8,5,2001-01-29,30,2,1,1,"2 1 1"
"1029",121026,59.3,10,2001-01-22,37,2,1,1,"2 1 1"
"1030",121118,54.25,4,2001-01-27,32,2,1,1,"2 1 1"
"1031",121156,95.75,16,2000-12-10,80,4,1,1,"4 1 1"
"1032",121354,92.0416666666667,24,2001-02-25,3,1,1,1,"1 1 1"
"1033",121460,56.6923076923077,13,2000-12-17,73,4,1,1,"4 1 1"
"1034",121514,72.2169312169312,189,2001-02-21,7,1,1,1,"1 1 1"
"1035",122764,104.08,25,2000-11-06,114,5,1,1,"5 1 1"
"1036",123075,92.1666666666667,6,2001-02-09,19,1,1,1,"1 1 1"
"1037",123143,163.25,4,2001-02-25,3,1,1,1,"1 1 1"
"1038",123167,136.314285714286,35,2001-02-25,3,1,1,1,"1 1 1"
"1039",123808,995.75,4,2001-02-10,18,1,1,1,"1 1 1"
"1040",124058,110.32,25,2001-02-04,24,2,1,1,"2 1 1"
"1041",124164,58,2,2000-12-14,76,4,1,1,"4 1 1"
"1042",124218,54.4,15,2001-01-21,38,2,1,1,"2 1 1"
"1043",124515,118,3,2001-01-09,50,3,1,1,"3 1 1"
"1044",125192,70,25,2001-02-28,0,1,1,1,"1 1 1"
"1045",126076,105.842105263158,19,2000-12-19,71,3,1,1,"3 1 1"
"1046",126502,125.684210526316,19,2000-12-25,65,3,1,1,"3 1 1"
"1047",126663,48.2,15,2001-02-25,3,1,1,1,"1 1 1"
"1048",126809,152.838709677419,31,2001-01-04,55,3,1,1,"3 1 1"
"1049",127028,87.1333333333333,15,2000-11-30,90,4,1,1,"4 1 1"
"1050",127233,152.222222222222,18,2000-11-11,109,5,1,1,"5 1 1"
"1051",127332,69.1666666666667,6,2001-02-15,13,1,1,1,"1 1 1"
"1052",127677,69.6666666666667,3,2000-11-19,101,5,1,1,"5 1 1"
"1053",127936,138,46,2001-01-19,40,2,1,1,"2 1 1"
"1054",127967,91.8571428571429,7,2001-01-13,46,2,1,1,"2 1 1"
"1055",128087,244.40350877193,57,2001-02-11,17,1,1,1,"1 1 1"
"1056",128469,114.451612903226,31,2001-02-21,7,1,1,1,"1 1 1"
"1057",128506,149.777777777778,72,2001-02-17,11,1,1,1,"1 1 1"
"1058",128513,73.5,4,2001-02-20,8,1,1,1,"1 1 1"
"1059",128537,38,1,2001-02-23,5,1,1,1,"1 1 1"
"1060",128575,90.4736842105263,57,2001-01-23,36,2,1,1,"2 1 1"
"1061",128582,45.4545454545455,11,2001-01-31,28,2,1,1,"2 1 1"
"1062",128612,113.391304347826,46,2001-02-01,27,2,1,1,"2 1 1"
"1063",128797,84.4040404040404,99,2001-02-28,0,1,1,1,"1 1 1"
"1064",128902,174.666666666667,3,2001-02-28,0,1,1,1,"1 1 1"
"1065",128971,372.5,4,2001-01-16,43,2,1,1,"2 1 1"
"1066",129145,114,8,2001-01-14,45,2,1,1,"2 1 1"
"1067",129183,137.333333333333,3,2000-11-02,118,5,1,1,"5 1 1"
"1068",129473,165.2,10,2000-12-16,74,4,1,1,"4 1 1"
"1069",129732,82.7222222222222,54,2001-02-23,5,1,1,1,"1 1 1"
"1070",130219,105.666666666667,39,2001-02-23,5,1,1,1,"1 1 1"
"1071",130714,98.7368421052632,19,2000-12-25,65,3,1,1,"3 1 1"
"1072",130769,118.3,10,2000-11-14,106,5,1,1,"5 1 1"
"1073",131018,33,4,2001-02-22,6,1,1,1,"1 1 1"
"1074",131353,102.513513513514,74,2001-01-13,46,2,1,1,"2 1 1"
"1075",131780,196.8,25,2001-02-08,20,1,1,1,"1 1 1"
"1076",131841,74.0606060606061,33,2001-02-19,9,1,1,1,"1 1 1"
"1077",131865,62,2,2000-11-19,101,5,1,1,"5 1 1"
"1078",131872,138.478260869565,69,2001-02-28,0,1,1,1,"1 1 1"
"1079",132251,158.5,28,2001-02-17,11,1,1,1,"1 1 1"
"1080",132367,75.8,10,2001-02-21,7,1,1,1,"1 1 1"
"1081",132756,143.933333333333,15,2001-02-19,9,1,1,1,"1 1 1"
"1082",132831,88,1,2001-01-11,48,3,1,1,"3 1 1"
"1083",132855,99,1,2001-01-23,36,2,1,1,"2 1 1"
"1084",132916,315,1,2000-12-12,78,4,1,1,"4 1 1"
"1085",133227,424.227272727273,22,2001-02-26,2,1,1,1,"1 1 1"
"1086",133265,82.8,50,2001-01-04,55,3,1,1,"3 1 1"
"1087",133609,99,2,2001-02-10,18,1,1,1,"1 1 1"
"1088",133821,151.111111111111,9,2001-02-05,23,1,1,1,"1 1 1"
"1089",134026,207.071428571429,14,2000-12-17,73,4,1,1,"4 1 1"
"1090",134088,77,2,2000-12-03,87,4,1,1,"4 1 1"
"1091",134224,173.363636363636,121,2001-01-21,38,2,1,1,"2 1 1"
"1092",134521,184.1875,32,2000-12-06,84,4,1,1,"4 1 1"
"1093",134637,76.5,2,2001-01-01,58,3,1,1,"3 1 1"
"1094",134897,113.705882352941,17,2001-01-25,34,2,1,1,"2 1 1"
"1095",134941,95.0650406504065,123,2001-02-27,1,1,1,1,"1 1 1"
"1096",135153,71.9090909090909,22,2001-02-10,18,1,1,1,"1 1 1"
"1097",135221,180.8,5,2000-12-17,73,4,1,1,"4 1 1"
"1098",135344,99.9,10,2001-02-10,18,1,1,1,"1 1 1"
"1099",135375,87.3333333333333,3,2000-11-10,110,5,1,1,"5 1 1"
"1100",135436,78.6153846153846,39,2001-01-22,37,2,1,1,"2 1 1"
"1101",135474,324.75,4,2001-01-03,56,3,1,1,"3 1 1"
"1102",135627,99.9318181818182,44,2001-02-16,12,1,1,1,"1 1 1"
"1103",135672,88.1111111111111,27,2001-02-01,27,2,1,1,"2 1 1"
"1104",135788,126.513888888889,72,2001-02-18,10,1,1,1,"1 1 1"
"1105",135801,64,17,2001-01-20,39,2,1,1,"2 1 1"
"1106",135894,59.6666666666667,3,2000-12-09,81,4,1,1,"4 1 1"
"1107",136013,61.85,20,2001-01-18,41,2,1,1,"2 1 1"
"1108",136051,120.788235294118,85,2001-02-28,0,1,1,1,"1 1 1"
"1109",136099,93.6206896551724,58,2001-02-17,11,1,1,1,"1 1 1"
"1110",136112,96.4705882352941,17,2000-12-26,64,3,1,1,"3 1 1"
"1111",136136,63.1898734177215,79,2001-01-23,36,2,1,1,"2 1 1"
"1112",136143,83.0810810810811,148,2001-02-24,4,1,1,1,"1 1 1"
"1113",136174,268.505882352941,85,2001-02-25,3,1,1,1,"1 1 1"
"1114",136198,206.666666666667,3,2001-02-12,16,1,1,1,"1 1 1"
"1115",136235,104.806451612903,31,2001-02-24,4,1,1,1,"1 1 1"
"1116",136273,164.810344827586,58,2001-02-25,3,1,1,1,"1 1 1"
"1117",136303,74.2916666666667,144,2001-02-26,2,1,1,1,"1 1 1"
"1118",136334,96.859649122807,57,2001-02-23,5,1,1,1,"1 1 1"
"1119",136389,94.8260869565217,23,2001-01-20,39,2,1,1,"2 1 1"
"1120",136396,123.34375,32,2000-12-02,88,4,1,1,"4 1 1"
"1121",136471,93.6222222222222,45,2001-02-28,0,1,1,1,"1 1 1"
"1122",136754,167.705882352941,17,2001-02-16,12,1,1,1,"1 1 1"
"1123",136761,95.6666666666667,18,2001-01-01,58,3,1,1,"3 1 1"
"1124",136822,169.358333333333,120,2001-02-22,6,1,1,1,"1 1 1"
"1125",136860,75.8235294117647,17,2001-02-17,11,1,1,1,"1 1 1"
"1126",136952,341,1,2000-11-25,95,4,1,1,"4 1 1"
"1127",136983,47.6666666666667,3,2001-01-27,32,2,1,1,"2 1 1"
"1128",137027,164.279069767442,43,2001-02-21,7,1,1,1,"1 1 1"
"1129",137072,149.181818181818,22,2001-02-15,13,1,1,1,"1 1 1"
"1130",137102,121.285714285714,21,2000-12-09,81,4,1,1,"4 1 1"
"1131",137232,143.760869565217,46,2001-02-17,11,1,1,1,"1 1 1"
"1132",137881,114,2,2000-12-01,89,4,1,1,"4 1 1"
"1133",137928,677.206896551724,29,2001-02-25,3,1,1,1,"1 1 1"
"1134",138123,94.7173913043478,92,2001-02-22,6,1,1,1,"1 1 1"
"1135",138130,135.047619047619,21,2001-01-20,39,2,1,1,"2 1 1"
"1136",138352,80.7142857142857,7,2001-01-01,58,3,1,1,"3 1 1"
"1137",138499,147.735294117647,68,2001-02-18,10,1,1,1,"1 1 1"
"1138",138512,106.595238095238,42,2001-02-10,18,1,1,1,"1 1 1"
"1139",138598,154.833333333333,12,2001-01-17,42,2,1,1,"2 1 1"
"1140",138628,90.3939393939394,33,2001-02-11,17,1,1,1,"1 1 1"
"1141",138833,555,1,2001-02-04,24,2,1,1,"2 1 1"
"1142",139526,294.833333333333,12,2001-02-21,7,1,1,1,"1 1 1"
"1143",139557,116.275862068966,29,2001-02-03,25,2,1,1,"2 1 1"
"1144",139847,73.1666666666667,162,2001-02-27,1,1,1,1,"1 1 1"
"1145",139854,99.2142857142857,14,2000-12-09,81,4,1,1,"4 1 1"
"1146",139861,86.6511627906977,86,2001-02-21,7,1,1,1,"1 1 1"
"1147",139892,66,1,2000-11-23,97,5,1,1,"5 1 1"
"1148",139977,108.038461538462,26,2001-02-04,24,2,1,1,"2 1 1"
"1149",140010,121.666666666667,3,2001-02-24,4,1,1,1,"1 1 1"
"1150",140027,60,15,2000-12-05,85,4,1,1,"4 1 1"
"1151",140249,78,8,2001-01-22,37,2,1,1,"2 1 1"
"1152",140300,118.5,4,2000-11-23,97,5,1,1,"5 1 1"
"1153",140355,558.181818181818,11,2001-01-21,38,2,1,1,"2 1 1"
"1154",140379,85.4503311258278,151,2001-02-28,0,1,1,1,"1 1 1"
"1155",140386,92.75,8,2000-12-27,63,3,1,1,"3 1 1"
"1156",140447,49,4,2001-02-24,4,1,1,1,"1 1 1"
"1157",140461,137.945454545455,55,2001-02-19,9,1,1,1,"1 1 1"
"1158",140546,87.4166666666667,12,2001-02-11,17,1,1,1,"1 1 1"
"1159",140607,89.1,10,2001-02-07,21,1,1,1,"1 1 1"
"1160",140621,120,11,2001-01-07,52,3,1,1,"3 1 1"
"1161",140690,98.7619047619048,21,2001-02-17,11,1,1,1,"1 1 1"
"1162",140867,84.6440677966102,59,2001-02-10,18,1,1,1,"1 1 1"
"1163",141833,69.1428571428571,84,2001-02-12,16,1,1,1,"1 1 1"
"1164",141901,40,2,2001-02-23,5,1,1,1,"1 1 1"
"1165",141949,119.586666666667,75,2001-02-25,3,1,1,1,"1 1 1"
"1166",142038,166.703703703704,27,2001-02-28,0,1,1,1,"1 1 1"
"1167",142151,115,5,2000-12-18,72,4,1,1,"4 1 1"
"1168",142403,86.6666666666667,3,2001-02-22,6,1,1,1,"1 1 1"
"1169",142755,70.0476190476191,21,2001-01-22,37,2,1,1,"2 1 1"
"1170",142892,146,5,2001-01-17,42,2,1,1,"2 1 1"
"1171",143370,71.7857142857143,42,2001-02-22,6,1,1,1,"1 1 1"
"1172",143448,132,3,2000-11-30,90,4,1,1,"4 1 1"
"1173",143516,115.645161290323,186,2001-02-28,0,1,1,1,"1 1 1"
"1174",143554,119.25,8,2001-02-22,6,1,1,1,"1 1 1"
"1175",143660,64.2222222222222,81,2001-02-18,10,1,1,1,"1 1 1"
"1176",143783,72.1428571428571,14,2001-02-23,5,1,1,1,"1 1 1"
"1177",143851,162.538461538462,13,2001-02-08,20,1,1,1,"1 1 1"
"1178",144247,145,1,2000-12-05,85,4,1,1,"4 1 1"
"1179",144391,73.8,5,2000-12-05,85,4,1,1,"4 1 1"
"1180",144834,128.424242424242,33,2000-12-12,78,4,1,1,"4 1 1"
"1181",144957,261.181818181818,11,2001-01-07,52,3,1,1,"3 1 1"
"1182",145060,99.2857142857143,7,2000-12-10,80,4,1,1,"4 1 1"
"1183",145152,156,1,2000-12-10,80,4,1,1,"4 1 1"
"1184",145930,867,1,2000-11-02,118,5,1,1,"5 1 1"
"1185",146005,112.447368421053,38,2001-02-25,3,1,1,1,"1 1 1"
"1186",146210,93.7142857142857,7,2000-12-24,66,3,1,1,"3 1 1"
"1187",146265,88.4897959183673,49,2001-01-13,46,2,1,1,"2 1 1"
"1188",146432,94.7674418604651,43,2001-02-20,8,1,1,1,"1 1 1"
"1189",146470,68.9375,16,2000-11-08,112,5,1,1,"5 1 1"
"1190",146708,103.888888888889,27,2001-02-18,10,1,1,1,"1 1 1"
"1191",147088,132.75,8,2001-02-11,17,1,1,1,"1 1 1"
"1192",147293,73.4347826086957,23,2001-02-21,7,1,1,1,"1 1 1"
"1193",147514,174.916666666667,12,2001-01-22,37,2,1,1,"2 1 1"
"1194",147545,95,4,2001-02-25,3,1,1,1,"1 1 1"
"1195",147668,42.75,4,2000-12-08,82,4,1,1,"4 1 1"
"1196",147743,122.295081967213,61,2001-01-29,30,2,1,1,"2 1 1"
"1197",147873,81,9,2000-12-03,87,4,1,1,"4 1 1"
"1198",147910,130.533653846154,208,2001-02-28,0,1,1,1,"1 1 1"
"1199",148047,585.333333333333,6,2001-01-22,37,2,1,1,"2 1 1"
"1200",148207,158.090909090909,11,2001-02-07,21,1,1,1,"1 1 1"
"1201",148740,66.8333333333333,84,2001-02-24,4,1,1,1,"1 1 1"
"1202",148887,460,2,2000-11-09,111,5,1,1,"5 1 1"
"1203",149068,135,1,2000-11-19,101,5,1,1,"5 1 1"
"1204",149174,133,72,2001-02-23,5,1,1,1,"1 1 1"
"1205",149198,433.333333333333,6,2000-12-26,64,3,1,1,"3 1 1"
"1206",149211,126,16,2001-02-03,25,2,1,1,"2 1 1"
"1207",149266,82.375,8,2000-12-16,74,4,1,1,"4 1 1"
"1208",149426,136.9375,16,2001-02-08,20,1,1,1,"1 1 1"
"1209",149556,217.526315789474,19,2000-11-10,110,5,1,1,"5 1 1"
"1210",149563,136.25,32,2001-01-29,30,2,1,1,"2 1 1"
"1211",149969,89.3333333333333,3,2000-12-26,64,3,1,1,"3 1 1"
"1212",150064,137.166666666667,6,2001-01-07,52,3,1,1,"3 1 1"
"1213",150194,119,1,2001-01-23,36,2,1,1,"2 1 1"
"1214",150996,121.857142857143,7,2000-12-22,68,3,1,1,"3 1 1"
"1215",151139,86,5,2001-01-06,53,3,1,1,"3 1 1"
"1216",151153,110.788235294118,85,2001-02-26,2,1,1,1,"1 1 1"
"1217",151269,64.2340425531915,47,2001-02-11,17,1,1,1,"1 1 1"
"1218",151337,91.4117647058823,51,2001-02-18,10,1,1,1,"1 1 1"
"1219",151351,207.25,16,2001-02-03,25,2,1,1,"2 1 1"
"1220",151832,45.2285714285714,70,2001-02-26,2,1,1,1,"1 1 1"
"1221",151955,115.327586206897,58,2001-01-22,37,2,1,1,"2 1 1"
"1222",152198,167.287671232877,73,2001-02-13,15,1,1,1,"1 1 1"
"1223",152273,131.3,10,2000-12-29,61,3,1,1,"3 1 1"
"1224",152525,65.7435897435897,39,2001-02-26,2,1,1,1,"1 1 1"
